movieId,title,genres,overview
1136,Monty Python and the Holy Grail (1975),"Adventure, Comedy, Fantasy","adventure, comedy, fantasy, british comedy, Monty Python, England, King Arthur, 1975"
1148,Wallace & Gromit: The Wrong Trousers (1993),"Animation, Children, Comedy, Crime","animation, children, comedy, crime, Aardman, 1993"
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,"drama, 1989"
1179,"Grifters, The (1990)","Crime, Drama, Film-Noir","crime, drama, film-noir, crime, 1990"
1183,"English Patient, The (1996)","Drama, Romance, War","drama, romance, war, adultery, 1996"
1193,One Flew Over the Cuckoo's Nest (1975),Drama,"drama, emotional, jack nicholson, mental illness, 1975"
1196,Star Wars: Episode V - The Empire Strikes Back (1980),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, I am your father, space, space opera, classic, George Lucas, Harrison Ford, music, original plot, sci-fi, sequel, 1980"
1197,"Princess Bride, The (1987)","Action, Adventure, Comedy, Fantasy, Romance","action, adventure, comedy, fantasy, romance, Inigo Montoya, six-fingered man, 1987"
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Action, Adventure","action, adventure, adventure, archaeology, indiana jones, Steven Spielberg, treasure hunt, archaeology, ark of the covenant, indiana jones, 1981"
1199,Brazil (1985),"Fantasy, Sci-Fi","fantasy, sci-fi, 1985"
1200,Aliens (1986),"Action, Adventure, Horror, Sci-Fi","action, adventure, horror, sci-fi, action, aliens, horror, sci-fi, space, space craft, SPACE TRAVEL, suspense, space, 1986"
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Action, Adventure, Western","action, adventure, western, spaghetti western, 1966"
1203,12 Angry Men (1957),Drama,"drama, court, claustrophobic, confrontational, earnest, good dialogue, great screenplay, gritty, Motivational, thought-provoking, 1957"
1204,Lawrence of Arabia (1962),"Adventure, Drama, War","adventure, drama, war, Middle East, 1962"
1206,"Clockwork Orange, A (1971)","Crime, Drama, Sci-Fi, Thriller","crime, drama, sci-fi, thriller, brainwashing, 1971"
1207,To Kill a Mockingbird (1962),Drama,"drama, Harper Lee, racism, 1962"
1208,Apocalypse Now (1979),"Action, Drama, War","action, drama, war, Vietnam, 1979"
1210,Star Wars: Episode VI - Return of the Jedi (1983),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, darth vader, luke skywalker, space opera, 1983"
1213,Goodfellas (1990),"Crime, Drama","crime, drama, Mafia, 1990"
1214,Alien (1979),"Horror, Sci-Fi","horror, sci-fi, aliens, 1979"
1215,Army of Darkness (1993),"Action, Adventure, Comedy, Fantasy, Horror","action, adventure, comedy, fantasy, horror, 1993"
1219,Psycho (1960),"Crime, Horror","crime, horror, Alfred Hitchcock, psychology, suspenseful, tense, Norman Bates, Alfred Hitchcock, black and white, imdb top 250, remade, 1960"
1220,"Blues Brothers, The (1980)","Action, Comedy, Musical","action, comedy, musical, Saturday Night Live, 1980"
1221,"Godfather: Part II, The (1974)","Crime, Drama","crime, drama, Al Pacino, Mafia, Mafia, 1974"
1222,Full Metal Jacket (1987),"Drama, War","drama, war, Vietnam, anti-war, 1987"
1223,"Grand Day Out with Wallace and Gromit, A (1989)","Adventure, Animation, Children, Comedy, Sci-Fi","adventure, animation, children, comedy, sci-fi, moon, 1989"
1225,Amadeus (1984),Drama,"drama, Mozart, Salieri, 1984"
1228,Raging Bull (1980),Drama,"drama, boxing, 1980"
1230,Annie Hall (1977),"Comedy, Romance","comedy, romance, New York, 1977"
1233,"Boot, Das (Boat, The) (1981)","Action, Drama, War","action, drama, war, submarine, 1981"
1234,"Sting, The (1973)","Comedy, Crime","comedy, crime, The Entertainer, 1973"
1235,Harold and Maude (1971),"Comedy, Drama, Romance","comedy, drama, romance, May-December romance, 1971"
1240,"Terminator, The (1984)","Action, Sci-Fi, Thriller","action, sci-fi, thriller, Action, artificial intelligence, robots, Sci-Fi, special effects, tense, time travel, robots, 1984"
1242,Glory (1989),"Drama, War","drama, war, Civil War, 1989"
1244,Manhattan (1979),"Comedy, Drama, Romance","comedy, drama, romance, black and white, 1979"
1246,Dead Poets Society (1989),Drama,"drama, highschool, High School, 1989"
1247,"Graduate, The (1967)","Comedy, Drama, Romance","comedy, drama, romance, Simon and Garfunkel, 1967"
1249,"Femme Nikita, La (Nikita) (1990)","Action, Crime, Romance, Thriller","action, crime, romance, thriller, hit men, 1990"
1250,"Bridge on the River Kwai, The (1957)","Adventure, Drama, War","adventure, drama, war, POW, 1957"
1252,Chinatown (1974),"Crime, Film-Noir, Mystery, Thriller","crime, film-noir, mystery, thriller, incest, 1974"
1253,"Day the Earth Stood Still, The (1951)","Drama, Sci-Fi, Thriller","drama, sci-fi, thriller, aliens, 1951"
1257,Better Off Dead... (1985),"Comedy, Romance","comedy, romance, skiing, 1985"
1258,"Shining, The (1980)",Horror,"horror, atmospheric, disturbing, Horror, jack nicholson, masterpiece, psychological, Stanley Kubrick, suspense, Stephen King, 1980"
1259,Stand by Me (1986),"Adventure, Drama","adventure, drama, Stephen King, 1986"
1261,Evil Dead II (Dead by Dawn) (1987),"Action, Comedy, Fantasy, Horror","action, comedy, fantasy, horror, 1987"
1262,"Great Escape, The (1963)","Action, Adventure, Drama, War","action, adventure, drama, war, POW, 1963"
1263,"Deer Hunter, The (1978)","Drama, War","drama, war, Vietnam, 1978"
1265,Groundhog Day (1993),"Comedy, Fantasy, Romance","comedy, fantasy, romance, 1993"
1266,Unforgiven (1992),"Drama, Western","drama, western, revenge, 1992"
1267,"Manchurian Candidate, The (1962)","Crime, Thriller, War","crime, thriller, war, assassination, brainwashing, 1962"
1269,Arsenic and Old Lace (1944),"Comedy, Mystery, Thriller","comedy, mystery, thriller, murder, 1944"
1270,Back to the Future (1985),"Adventure, Comedy, Sci-Fi","adventure, comedy, sci-fi, time travel, 1985"
1271,Fried Green Tomatoes (1991),"Comedy, Crime, Drama","comedy, crime, drama, 1991"
1272,Patton (1970),"Drama, War","drama, war, World War II, 1970"
1274,Akira (1988),"Action, Adventure, Animation, Sci-Fi","action, adventure, animation, sci-fi, animation, anime, visually stunning, 1988"
1275,Highlander (1986),"Action, Adventure, Fantasy","action, adventure, fantasy, 1986"
1276,Cool Hand Luke (1967),Drama,"drama, prison, 1967"
1278,Young Frankenstein (1974),"Comedy, Fantasy","comedy, fantasy, spoof, 1974"
1282,Fantasia (1940),"Animation, Children, Fantasy, Musical","animation, children, fantasy, musical, Disney, 1940"
1285,Heathers (1989),Comedy,"comedy, high school, 1989"
1287,Ben-Hur (1959),"Action, Adventure, Drama","action, adventure, drama, 1959"
1288,This Is Spinal Tap (1984),Comedy,"comedy, music, heavy metal, mockumentary, music, 1984"
1291,Indiana Jones and the Last Crusade (1989),"Action, Adventure","action, adventure, archaeology, Holy Grail, 1989"
1293,Gandhi (1982),Drama,"drama, India, 1982"
1299,"Killing Fields, The (1984)","Drama, War","drama, war, Cambodia, Vietnam, 1984"
1302,Field of Dreams (1989),"Children, Drama, Fantasy","children, drama, fantasy, baseball, 1989"
1304,Butch Cassidy and the Sundance Kid (1969),"Action, Western","action, western, crime, 1969"
1307,When Harry Met Sally... (1989),"Comedy, Romance","comedy, romance, New York, 1989"
1320,Alien³ (a.k.a. Alien 3) (1992),"Action, Horror, Sci-Fi, Thriller","action, horror, sci-fi, thriller, 1992"
1333,"Birds, The (1963)","Horror, Thriller","horror, thriller, birds, 1963"
1339,Dracula (Bram Stoker's Dracula) (1992),"Fantasy, Horror, Romance, Thriller","fantasy, horror, romance, thriller, 1992"
1343,Cape Fear (1991),Thriller,"thriller, horror, Juliette Lewis, Martin Scorsese, Robert De Niro, remake, 1991"
1345,Carrie (1976),"Drama, Fantasy, Horror, Thriller","drama, fantasy, horror, thriller, high school, prom, Stephen King, 1976"
1347,"Nightmare on Elm Street, A (1984)","Horror, Thriller","horror, thriller, 1984"
1356,Star Trek: First Contact (1996),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, Borg, 1996"
1358,Sling Blade (1996),Drama,"drama, ex-con, 1996"
1367,101 Dalmatians (1996),"Adventure, Children, Comedy","adventure, children, comedy, dogs, remake, 1996"
1370,Die Hard 2 (1990),"Action, Adventure, Thriller","action, adventure, thriller, 1990"
1371,Star Trek: The Motion Picture (1979),"Adventure, Sci-Fi","adventure, sci-fi, 1979"
1372,Star Trek VI: The Undiscovered Country (1991),"Action, Mystery, Sci-Fi","action, mystery, sci-fi, Klingons, 1991"
1373,Star Trek V: The Final Frontier (1989),"Action, Sci-Fi","action, sci-fi, 1989"
1374,Star Trek II: The Wrath of Khan (1982),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, Captain Kirk, 1982"
1375,Star Trek III: The Search for Spock (1984),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 1984"
1376,Star Trek IV: The Voyage Home (1986),"Adventure, Comedy, Sci-Fi","adventure, comedy, sci-fi, whales, 1986"
1377,Batman Returns (1992),"Action, Crime","action, crime, superhero, 1992"
1378,Young Guns (1988),"Action, Comedy, Western","action, comedy, western, 1988"
1380,Grease (1978),"Comedy, Musical, Romance","comedy, musical, romance, high school, 1978"
1387,Jaws (1975),"Action, Horror","action, horror, Shark, 1975"
1391,Mars Attacks! (1996),"Action, Comedy, Sci-Fi","action, comedy, sci-fi, 1996"
1393,Jerry Maguire (1996),"Drama, Romance","drama, romance, sports, 1996"
1394,Raising Arizona (1987),Comedy,"comedy, Coen Brothers, 1987"
1396,Sneakers (1992),"Action, Comedy, Crime, Drama, Sci-Fi","action, comedy, crime, drama, sci-fi, spying, 1992"
1405,Beavis and Butt-Head Do America (1996),"Adventure, Animation, Comedy, Crime","adventure, animation, comedy, crime, 1996"
1407,Scream (1996),"Comedy, Horror, Mystery, Thriller","comedy, horror, mystery, thriller, slasher, spoof, 1996"
1408,"Last of the Mohicans, The (1992)","Action, Romance, War, Western","action, romance, war, western, Hawkeye, James Fennimore Cooper, 1992"
1466,Donnie Brasco (1997),"Crime, Drama","crime, drama, Mafia, 1997"
1476,Private Parts (1997),"Comedy, Drama","comedy, drama, 1997"
1479,"Saint, The (1997)","Action, Romance, Sci-Fi, Thriller","action, romance, sci-fi, thriller, 1997"
1485,Liar Liar (1997),Comedy,"comedy, lawyer, 1997"
1499,Anaconda (1997),"Action, Adventure, Thriller","action, adventure, thriller, 1997"
1500,Grosse Pointe Blank (1997),"Comedy, Crime, Romance","comedy, crime, romance, hit men, reunion, 1997"
1513,Romy and Michele's High School Reunion (1997),Comedy,"comedy, reunion, 1997"
1517,Austin Powers: International Man of Mystery (1997),"Action, Adventure, Comedy","action, adventure, comedy, 1997"
1527,"Fifth Element, The (1997)","Action, Adventure, Comedy, Sci-Fi","action, adventure, comedy, sci-fi, 1997"
1544,"Lost World: Jurassic Park, The (1997)","Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, dinosaurs, 1997"
1552,Con Air (1997),"Action, Adventure, Thriller","action, adventure, thriller, 1997"
1562,Batman & Robin (1997),"Action, Adventure, Fantasy, Thriller","action, adventure, fantasy, thriller, 1997"
1566,Hercules (1997),"Adventure, Animation, Children, Comedy, Musical","adventure, animation, children, comedy, musical, 1997"
1569,My Best Friend's Wedding (1997),"Comedy, Romance","comedy, romance, romantic comedy, wedding, weddings, 1997"
1573,Face/Off (1997),"Action, Crime, Drama, Thriller","action, crime, drama, thriller, transplants, 1997"
1580,Men in Black (a.k.a. MIB) (1997),"Action, Comedy, Sci-Fi","action, comedy, sci-fi, aliens, 1997"
1584,Contact (1997),"Drama, Sci-Fi","drama, sci-fi, 1997"
1587,Conan the Barbarian (1982),"Action, Adventure, Fantasy","action, adventure, fantasy, 1982"
1590,Event Horizon (1997),"Horror, Sci-Fi, Thriller","horror, sci-fi, thriller, 1997"
1591,Spawn (1997),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, 1997"
1597,Conspiracy Theory (1997),"Drama, Mystery, Romance, Thriller","drama, mystery, romance, thriller, 1997"
1608,Air Force One (1997),"Action, Thriller","action, thriller, president, 1997"
1610,"Hunt for Red October, The (1990)","Action, Adventure, Thriller","action, adventure, thriller, Tom Clancy, 1990"
1614,In & Out (1997),Comedy,"comedy, 1997"
1617,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller","crime, film-noir, mystery, thriller, Police, 1997"
1625,"Game, The (1997)","Drama, Mystery, Thriller","drama, mystery, thriller, mindfuck, Mystery, plot twist, psychological, suspense, twist ending, twist ending, Mystery, 1997"
1639,Chasing Amy (1997),"Comedy, Drama, Romance","comedy, drama, romance, 1997"
1641,"Full Monty, The (1997)","Comedy, Drama","comedy, drama, 1997"
1644,I Know What You Did Last Summer (1997),"Horror, Mystery, Thriller","horror, mystery, thriller, 1997"
1645,The Devil's Advocate (1997),"Drama, Mystery, Thriller","drama, mystery, thriller, lawyers, 1997"
1653,Gattaca (1997),"Drama, Sci-Fi, Thriller","drama, sci-fi, thriller, future, intelligent, thought-provoking, 1997"
1663,Stripes (1981),"Comedy, War","comedy, war, military, 1981"
1673,Boogie Nights (1997),Drama,"drama, 1997"
1674,Witness (1985),"Drama, Romance, Thriller","drama, romance, thriller, Amish, 1985"
1676,Starship Troopers (1997),"Action, Sci-Fi","action, sci-fi, 1997"
1680,Sliding Doors (1998),"Drama, Romance","drama, romance, alternate universe, 1998"
1682,"Truman Show, The (1998)","Comedy, Drama, Sci-Fi","comedy, drama, sci-fi, TV, 1998"
1690,Alien: Resurrection (1997),"Action, Horror, Sci-Fi","action, horror, sci-fi, 1997"
1704,Good Will Hunting (1997),"Drama, Romance","drama, romance, inspirational, heartwarming, inspirational, 1997"
1717,Scream 2 (1997),"Comedy, Horror, Mystery, Thriller","comedy, horror, mystery, thriller, sequel, slasher, spoof, 1997"
1721,Titanic (1997),"Drama, Romance","drama, romance, shipwreck, romance, 1997"
1722,Tomorrow Never Dies (1997),"Action, Adventure, Thriller","action, adventure, thriller, 1997"
1729,Jackie Brown (1997),"Crime, Drama, Thriller","crime, drama, thriller, 1997"
1732,"Big Lebowski, The (1998)","Comedy, Crime","comedy, crime, Coen Brothers, black comedy, bowling, classic, coen brothers, comedy, crime, Cult classic, cult film, dark comedy, deadpan, drugs, funny, great dialogue, great soundtrack, Highly quotable, imdb top 250, Jeff Bridges, John Goodman, Julianne Moore, kidnapping, marijuana, Nudity (Full Frontal), off-beat comedy, Philip Seymour Hoffman, quirky, ransom, rug, sarcasm, satirical, Steve Buscemi, violence, 1998"
1747,Wag the Dog (1997),Comedy,"comedy, 1997"
1748,Dark City (1998),"Adventure, Film-Noir, Sci-Fi, Thriller","adventure, film-noir, sci-fi, thriller, amnesia, 1998"
1777,"Wedding Singer, The (1998)","Comedy, Romance","comedy, romance, 1980s, 1998"
1784,As Good as It Gets (1997),"Comedy, Drama, Romance","comedy, drama, romance, 1997"
1801,"Man in the Iron Mask, The (1998)","Action, Adventure, Drama","action, adventure, drama, seen more than once, 1998"
1805,Wild Things (1998),"Crime, Drama, Mystery, Thriller","crime, drama, mystery, thriller, 1998"
1831,Lost in Space (1998),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 1998"
1876,Deep Impact (1998),"Drama, Sci-Fi, Thriller","drama, sci-fi, thriller, 1998"
1882,Godzilla (1998),"Action, Sci-Fi, Thriller","action, sci-fi, thriller, 1998"
1884,Fear and Loathing in Las Vegas (1998),"Adventure, Comedy, Drama","adventure, comedy, drama, 1998"
1907,Mulan (1998),"Adventure, Animation, Children, Comedy, Drama, Musical, Romance","adventure, animation, children, comedy, drama, musical, romance, 1998"
1909,"X-Files: Fight the Future, The (1998)","Action, Crime, Mystery, Sci-Fi, Thriller","action, crime, mystery, sci-fi, thriller, conspiracy, 1998"
1911,Dr. Dolittle (1998),Comedy,"comedy, 1998"
1912,Out of Sight (1998),"Comedy, Crime, Drama, Romance, Thriller","comedy, crime, drama, romance, thriller, heist, 1998"
1917,Armageddon (1998),"Action, Romance, Sci-Fi, Thriller","action, romance, sci-fi, thriller, space, 1998"
1918,Lethal Weapon 4 (1998),"Action, Comedy, Crime, Thriller","action, comedy, crime, thriller, 1998"
1921,Pi (1998),"Drama, Sci-Fi, Thriller","drama, sci-fi, thriller, hallucinatory, mental illness, mindfuck, paranoid, mathematics, artsy, atmospheric, cerebral, enigmatic, existentialism, hallucinatory, insanity, paranoia, paranoid, surreal, tense, visually appealing, 1998"
1923,There's Something About Mary (1998),"Comedy, Romance","comedy, romance, Ben Stiller, Ben Stiller, crude humor, goofy, 1998"
1947,West Side Story (1961),"Drama, Musical, Romance","drama, musical, romance, Gangs, 1961"
1953,"French Connection, The (1971)","Action, Crime, Thriller","action, crime, thriller, drugs, police, 1971"
1954,Rocky (1976),Drama,"drama, boxing, sports, 1976"
1960,"Last Emperor, The (1987)",Drama,"drama, China, 1987"
1961,Rain Man (1988),Drama,"drama, autism, 1988"
1967,Labyrinth (1986),"Adventure, Fantasy, Musical","adventure, fantasy, musical, 1986"
1968,"Breakfast Club, The (1985)","Comedy, Drama","comedy, drama, 1985"
1982,Halloween (1978),Horror,"horror, 1978"
1994,Poltergeist (1982),"Horror, Thriller","horror, thriller, ghosts, 1982"
1997,"Exorcist, The (1973)","Horror, Mystery","horror, mystery, demons, 1973"
2000,Lethal Weapon (1987),"Action, Comedy, Crime, Drama","action, comedy, crime, drama, 1987"
2001,Lethal Weapon 2 (1989),"Action, Comedy, Crime, Drama","action, comedy, crime, drama, 1989"
2002,Lethal Weapon 3 (1992),"Action, Comedy, Crime, Drama","action, comedy, crime, drama, 1992"
2003,Gremlins (1984),"Comedy, Horror","comedy, horror, 1984"
2005,"Goonies, The (1985)","Action, Adventure, Children, Comedy, Fantasy","action, adventure, children, comedy, fantasy, 1985"
2006,"Mask of Zorro, The (1998)","Action, Comedy, Romance","action, comedy, romance, California, Mexico, 1998"
2011,Back to the Future Part II (1989),"Adventure, Comedy, Sci-Fi","adventure, comedy, sci-fi, time travel, 1989"
2012,Back to the Future Part III (1990),"Adventure, Comedy, Sci-Fi, Western","adventure, comedy, sci-fi, western, 1990"
2018,Bambi (1942),"Animation, Children, Drama","animation, children, drama, 1942"
2019,Seven Samurai (Shichinin no samurai) (1954),"Action, Adventure, Drama","action, adventure, drama, samurai, 1954"
2020,Dangerous Liaisons (1988),"Drama, Romance","drama, romance, adultery, 1988"
2021,Dune (1984),"Adventure, Sci-Fi","adventure, sci-fi, 1984"
2023,"Godfather: Part III, The (1990)","Crime, Drama, Mystery, Thriller","crime, drama, mystery, thriller, Al Pacino, Andy Garcia, Classic, Francis Ford Coppola, mafia, 1990"
2028,Saving Private Ryan (1998),"Action, Drama, War","action, drama, war, World War II, 1998"
2054,"Honey, I Shrunk the Kids (1989)","Adventure, Children, Comedy, Fantasy, Sci-Fi","adventure, children, comedy, fantasy, sci-fi, Disney, 1989"
2058,"Negotiator, The (1998)","Action, Crime, Drama, Mystery, Thriller","action, crime, drama, mystery, thriller, police, 1998"
2064,Roger & Me (1989),Documentary,"documentary, General Motors, Michigan, 1989"
2076,Blue Velvet (1986),"Drama, Mystery, Thriller","drama, mystery, thriller, sexuality, suburbia, 1986"
2078,"Jungle Book, The (1967)","Animation, Children, Comedy, Musical","animation, children, comedy, musical, Disney, 1967"
2080,Lady and the Tramp (1955),"Animation, Children, Comedy, Romance","animation, children, comedy, romance, Disney, 1955"
2081,"Little Mermaid, The (1989)","Animation, Children, Comedy, Musical, Romance","animation, children, comedy, musical, romance, 1989"
2082,"Mighty Ducks, The (1992)","Children, Comedy","children, comedy, 1992"
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),"Adventure, Animation, Children","adventure, animation, children, Disney, 1961"
2087,Peter Pan (1953),"Animation, Children, Fantasy, Musical","animation, children, fantasy, musical, 1953"
2094,"Rocketeer, The (1991)","Action, Adventure, Sci-Fi","action, adventure, sci-fi, 1991"
2100,Splash (1984),"Comedy, Fantasy, Romance","comedy, fantasy, romance, mermaid, 1984"
2105,Tron (1982),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 1982"
2109,"Jerk, The (1979)",Comedy,"comedy, 1979"
2115,Indiana Jones and the Temple of Doom (1984),"Action, Adventure, Fantasy","action, adventure, fantasy, archaeology, 1984"
2124,"Addams Family, The (1991)","Children, Comedy, Fantasy","children, comedy, fantasy, black comedy, Christina Ricci, Christopher Lloyd, Family, gothic, quirky, 1991"
2140,"Dark Crystal, The (1982)","Adventure, Fantasy","adventure, fantasy, 1982"
2144,Sixteen Candles (1984),"Comedy, Romance","comedy, romance, 1984"
2145,Pretty in Pink (1986),"Comedy, Drama, Romance","comedy, drama, romance, 1980s, high school, 1986"
2150,"Gods Must Be Crazy, The (1980)","Adventure, Comedy","adventure, comedy, 1980"
2160,Rosemary's Baby (1968),"Drama, Horror, Thriller","drama, horror, thriller, Atmospheric, creepy, paranoia, scary, suspense, demons, 1968"
2161,"NeverEnding Story, The (1984)","Adventure, Children, Fantasy","adventure, children, fantasy, 1984"
2167,Blade (1998),"Action, Horror, Thriller","action, horror, thriller, vampires, 1998"
2174,Beetlejuice (1988),"Comedy, Fantasy","comedy, fantasy, 1988"
2186,Strangers on a Train (1951),"Crime, Drama, Film-Noir, Thriller","crime, drama, film-noir, thriller, murder, 1951"
2193,Willow (1988),"Action, Adventure, Fantasy","action, adventure, fantasy, 1988"
2194,"Untouchables, The (1987)","Action, Crime, Drama","action, crime, drama, Capone, gangsters, 1987"
2231,Rounders (1998),Drama,"drama, 1998"
2232,Cube (1997),"Horror, Mystery, Sci-Fi, Thriller","horror, mystery, sci-fi, thriller, 1997"
2243,Broadcast News (1987),"Comedy, Drama, Romance","comedy, drama, romance, journalism, 1987"
2248,Say Anything... (1989),"Comedy, Drama, Romance","comedy, drama, romance, In Your Eyes, Lloyd Dobbler, 1989"
2268,"Few Good Men, A (1992)","Crime, Drama, Thriller","crime, drama, thriller, court, military, 1992"
2273,Rush Hour (1998),"Action, Comedy, Crime, Thriller","action, comedy, crime, thriller, 1998"
2278,Ronin (1998),"Action, Crime, Thriller","action, crime, thriller, 1998"
2288,"Thing, The (1982)","Action, Horror, Sci-Fi, Thriller","action, horror, sci-fi, thriller, 1982"
2289,"Player, The (1992)","Comedy, Crime, Drama","comedy, crime, drama, 1992"
2291,Edward Scissorhands (1990),"Drama, Fantasy, Romance","drama, fantasy, romance, freaks, 1990"
2294,Antz (1998),"Adventure, Animation, Children, Comedy, Fantasy","adventure, animation, children, comedy, fantasy, 1998"
2300,"Producers, The (1968)",Comedy,"comedy, Broadway, 1968"
2302,My Cousin Vinny (1992),Comedy,"comedy, court, 1992"
2321,Pleasantville (1998),"Comedy, Drama, Fantasy","comedy, drama, fantasy, 1998"
2324,Life Is Beautiful (La Vita è bella) (1997),"Comedy, Drama, Romance, War","comedy, drama, romance, war, Holocaust, bittersweet, emotional, Heartwarming, poignant, sentimental, tear jerker, tearjerking, 1997"
2329,American History X (1998),"Crime, Drama","crime, drama, thought-provoking, racism, edward norton, emotional, politics, 1998"
2335,"Waterboy, The (1998)",Comedy,"comedy, football, 1998"
2352,"Big Chill, The (1983)","Comedy, Drama","comedy, drama, 1983"
2353,Enemy of the State (1998),"Action, Thriller","action, thriller, 1998"
2355,"Bug's Life, A (1998)","Adventure, Animation, Children, Comedy","adventure, animation, children, comedy, Pixar, 1998"
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,"comedy, 1998"
2366,King Kong (1933),"Action, Adventure, Fantasy, Horror","action, adventure, fantasy, horror, 1933"
2384,Babe: Pig in the City (1998),"Adventure, Children, Drama","adventure, children, drama, 1998"
2393,Star Trek: Insurrection (1998),"Action, Drama, Romance, Sci-Fi","action, drama, romance, sci-fi, cameo:Whoopi Goldberg, space opera, Star Trek, 1998"
2394,"Prince of Egypt, The (1998)","Animation, Musical","animation, musical, Bible, Moses, 1998"
2395,Rushmore (1998),"Comedy, Drama","comedy, drama, 1998"
2396,Shakespeare in Love (1998),"Comedy, Drama, Romance","comedy, drama, romance, England, 1998"
2403,First Blood (Rambo: First Blood) (1982),"Action, Adventure, Drama, Thriller","action, adventure, drama, thriller, 1982"
2406,Romancing the Stone (1984),"Action, Adventure, Comedy, Romance","action, adventure, comedy, romance, 1984"
2407,Cocoon (1985),"Comedy, Sci-Fi","comedy, sci-fi, 1985"
2409,Rocky II (1979),"Action, Drama","action, drama, 1979"
2411,Rocky IV (1985),"Action, Drama","action, drama, boxing, 1985"
2420,"Karate Kid, The (1984)",Drama,"drama, martial arts, 1984"
2421,"Karate Kid, Part II, The (1986)","Action, Adventure, Drama","action, adventure, drama, martial arts, 1986"
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,"comedy, christmas, 1989"
2424,You've Got Mail (1998),"Comedy, Romance","comedy, romance, e-mail, remake, 1998"
2427,"Thin Red Line, The (1998)","Action, Drama, War","action, drama, war, 1998"
2431,Patch Adams (1998),"Comedy, Drama","comedy, drama, doctors, bad, 1998"
2455,"Fly, The (1986)","Drama, Horror, Sci-Fi, Thriller","drama, horror, sci-fi, thriller, 1986"
2470,Crocodile Dundee (1986),"Adventure, Comedy","adventure, comedy, Australia, 1986"
2478,¡Three Amigos! (1986),"Comedy, Western","comedy, western, 1986"
2485,She's All That (1999),"Comedy, Romance","comedy, romance, 1999"
2490,Payback (1999),"Action, Thriller","action, thriller, 1999"
2501,October Sky (1999),Drama,"drama, 1999"
2502,Office Space (1999),"Comedy, Crime","comedy, crime, stapler, workplace, 1999"
2529,Planet of the Apes (1968),"Action, Drama, Sci-Fi","action, drama, sci-fi, twist ending, 1968"
2539,Analyze This (1999),Comedy,"comedy, 1999"
2541,Cruel Intentions (1999),Drama,"drama, 1999"
2542,"Lock, Stock & Two Smoking Barrels (1998)","Comedy, Crime, Thriller","comedy, crime, thriller, 1998"
2571,"Matrix, The (1999)","Action, Sci-Fi, Thriller","action, sci-fi, thriller, martial arts, sci-fi, alternate universe, philosophy, post apocalyptic, 1999"
2572,10 Things I Hate About You (1999),"Comedy, Romance","comedy, romance, Shakespeare sort of, 1999"
2580,Go (1999),"Comedy, Crime","comedy, crime, 1999"
2581,Never Been Kissed (1999),"Comedy, Romance","comedy, romance, high school, 1999"
2598,Pushing Tin (1999),Comedy,"comedy, golfing, 1999"
2599,Election (1999),Comedy,"comedy, 1999"
2605,Entrapment (1999),"Crime, Thriller","crime, thriller, 1999"
2616,Dick Tracy (1990),"Action, Crime","action, crime, comic book, 1990"
2617,"Mummy, The (1999)","Action, Adventure, Comedy, Fantasy, Horror, Thriller","action, adventure, comedy, fantasy, horror, thriller, 1999"
2628,Star Wars: Episode I - The Phantom Menace (1999),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, prequel, the Force, 1999"
2640,Superman (1978),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, superhero, 1978"
2641,Superman II (1980),"Action, Sci-Fi","action, sci-fi, superhero, 1980"
2657,"Rocky Horror Picture Show, The (1975)","Comedy, Horror, Musical, Sci-Fi","comedy, horror, musical, sci-fi, 1975"
2671,Notting Hill (1999),"Comedy, Romance","comedy, romance, 1999"
2683,Austin Powers: The Spy Who Shagged Me (1999),"Action, Adventure, Comedy","action, adventure, comedy, 1999"
2692,Run Lola Run (Lola rennt) (1998),"Action, Crime","action, crime, alternate endings, 1998"
2694,Big Daddy (1999),Comedy,"comedy, Adam Sandler, 1999"
2699,Arachnophobia (1990),"Comedy, Horror","comedy, horror, spiders, 1990"
2700,"South Park: Bigger, Longer and Uncut (1999)","Animation, Comedy, Musical","animation, comedy, musical, adult humor, controversial, crude humor, free speech, parody, satire, south park, Trey Parker, 1999"
2701,Wild Wild West (1999),"Action, Comedy, Sci-Fi, Western","action, comedy, sci-fi, western, 1999"
