movieId,overview
2801,"drama, romance, gambling, 1997"
2802,"action, drama, romance, thriller, 1988"
2803,"crime, drama, mystery, romance, thriller, lawyers, 1993"
2804,"children, comedy, Christmas, 1983"
2805,"comedy, romance, 1999"
2806,"comedy, thriller, 1999"
2807,"action, sci-fi, 1999"
2808,"action, sci-fi, 1992"
2810,"animation, horror, mystery, thriller, 1997"
2812,"action, thriller, 1999"
2813,"documentary, 1999"
2815,"action, war, 1986"
2816,"action, war, 1988"
2817,"action, 1992"
2818,"action, war, 1995"
2819,"drama, mystery, romance, thriller, 1975"
2820,"drama, 1964"
2822,"adventure, romance, 1992"
2824,"documentary, drama, 1999"
2826,"action, adventure, fantasy, 1999"
2827,"horror, sci-fi, thriller, aliens, 1999"
2828,"children, comedy, 1999"
2829,"comedy, 1999"
2835,"action, adventure, comedy, thriller, 1999"
2836,"comedy, 1999"
2837,"comedy, romance, 1998"
2839,"drama, 1998"
2840,"drama, thriller, 1999"
2841,"horror, mystery, thriller, 1999"
2843,"comedy, romance, 1998"
2844,"drama, mystery, 1999"
2846,"adventure, children, comedy, drama, 1986"
2847,"adventure, drama, romance, 1939"
2848,"drama, 1952"
2851,"adventure, sci-fi, thriller, 1980"
2852,"drama, 1984"
2856,"thriller, 1965"
2857,"adventure, animation, comedy, fantasy, musical, 1968"
2858,"drama, romance, 1999"
2859,"documentary, musical, 1984"
2860,"comedy, 1999"
2861,"comedy, drama, 1999"
2862,"drama, 1979"
2863,"adventure, comedy, musical, Beatles, 1964"
2865,"comedy, 1999"
2866,"drama, 1978"
2867,"comedy, horror, thriller, 1985"
2868,"horror, 1988"
2870,"comedy, 1967"
2871,"adventure, drama, thriller, river, 1972"
2872,"adventure, fantasy, England, King Arthur, 1981"
2874,"comedy, musical, romance, 1957"
2875,"drama, mystery, romance, 1993"
2876,"animation, children, fantasy, 1994"
2877,"musical, 1975"
2878,"horror, 1981"
2879,"action, adventure, comedy, 1991"
2880,"action, adventure, comedy, 1987"
2881,"action, crime, drama, thriller, 1999"
2882,"drama, 1999"
2883,"comedy, drama, 1999"
2884,"comedy, romance, 1998"
2885,"drama, romance, 1999"
2886,"children, comedy, 1999"
2887,"action, comedy, 1999"
2888,"comedy, romance, 1999"
2889,"comedy, drama, 1999"
2890,"action, adventure, comedy, drama, war, 1999"
2891,"comedy, 1999"
2892,"action, drama, 1998"
2893,"action, adventure, drama, 1999"
2894,"drama, romance, 1999"
2896,"western, 1966"
2897,"comedy, war, 1983"
2898,"horror, mystery, 1993"
2899,"adventure, animation, children, 1939"
2900,"horror, sci-fi, 1988"
2901,"horror, sci-fi, 1979"
2902,"horror, mystery, thriller, 1983"
2903,"horror, thriller, 1986"
2905,"action, adventure, drama, In Netflix queue, 1962"
2906,"drama, romance, 1999"
2907,"comedy, 1999"
2908,"drama, 1999"
2912,"crime, drama, thriller, 1999"
2915,"comedy, prostitution, 1983"
2916,"action, adventure, sci-fi, thriller, 1990"
2917,"crime, thriller, 1981"
2918,"comedy, High School, 1986"
2919,"drama, romance, war, Academy award (Best Supporting Actress), Indonesia, journalism, 1982"
2921,"western, 1973"
2922,"crime, drama, western, 1968"
2924,"action, comedy, 1978"
2925,"drama, 1970"
2926,"comedy, drama, 1988"
2927,"drama, romance, adultery, 1946"
2928,"drama, 1984"
2929,"drama, romance, 1981"
2930,"documentary, 1998"
2931,"comedy, crime, drama, fantasy, 1989"
2932,"drama, 1978"
2935,"comedy, romance, gambling, 1941"
2936,"adventure, comedy, romance, 1941"
2937,"comedy, screwball, 1942"
2939,"drama, thriller, In Netflix queue, 1953"
2940,"drama, film-noir, mystery, romance, nightclub, 1946"
2941,"musical, romance, war, island, 1958"
2942,"drama, romance, 1983"
2943,"drama, romance, Vietnam, 1992"
2944,"action, drama, war, 1967"
2946,"comedy, musical, 1965"
2947,"action, adventure, thriller, 1964"
2948,"action, adventure, thriller, 1963"
2949,"action, adventure, thriller, 1962"
2950,"adventure, drama, romance, 1980"
2951,"action, western, bad, 1964"
2952,"crime, drama, thriller, gambling, 1996"
2953,"children, comedy, family, funny, Macaulay Culkin, sequel, 1992"
2956,"action, crime, thriller, 1987"
2959,"action, crime, drama, thriller, dark comedy, psychology, thought-provoking, twist ending, dark comedy, violence, action, atmospheric, based on a book, Brad Pitt, challenging, Chuck Palahniuk, classic, clever, complicated, consumerism, crime, dark, dark comedy, David Fincher, disturbing, double life, Edward Norton, fighting, great acting, helena bonham carter, imaginary friend, imdb top 250, mental illness, mind-blowing, mindfuck, narrated, Nudity (Topless), Palahnuik, philosophical, philosophy, postmodern, powerful ending, psychological, psychological thriller, psychology, quirky, satirical, schizophrenia, social commentary, societal criticism, stylized, surreal, TERRORISM, thought-provoking, twist, twist ending, violence, violent, 1999"
2961,"comedy, drama, 1999"
2962,"comedy, romance, 1997"
2964,"drama, 1999"
2965,"action, 1999"
2966,"adventure, drama, brothers, lawn mower, 1999"
2967,"drama, thriller, evil children, 1956"
2968,"adventure, comedy, fantasy, sci-fi, time travel, 1981"
2969,"drama, romance, 1966"
2970,"adventure, drama, 1982"
2971,"drama, fantasy, musical, 1979"
2972,"drama, war, 1987"
2973,"comedy, crime, drama, 1989"
2974,"horror, thriller, 1999"
2975,"comedy, drama, 1999"
2976,"drama, 1999"
2977,"comedy, drama, 1999"
2978,"comedy, romance, 1999"
2979,"drama, 1999"
2982,"horror, thriller, 1990"
2983,"thriller, 1965"
2984,"documentary, 1971"
2985,"action, crime, drama, sci-fi, thriller, 1987"
2986,"action, crime, sci-fi, thriller, 1990"
2987,"adventure, animation, children, comedy, crime, fantasy, mystery, live action/animation, 1988"
2988,"drama, 1980"
2989,"action, adventure, thriller, 1981"
2990,"action, adventure, thriller, 1989"
2991,"action, adventure, thriller, 1973"
2992,"horror, thriller, 1986"
2993,"action, adventure, thriller, 1965"
2995,"horror, thriller, 1999"
2996,"drama, 1999"
2997,"comedy, drama, fantasy, 1999"
3000,"action, adventure, animation, drama, fantasy, anime, adventure, atmospheric, fantasy world, Studio Ghibli, surreal, 1997"
3002,"documentary, 1999"
3003,"comedy, drama, romance, war, 1998"
3004,"comedy, romance, 1999"
3005,"thriller, 1999"
3006,"drama, thriller, tobacco, true story, 1999"
3007,"documentary, In Netflix queue, 1999"
3008,"drama, sci-fi, 1998"
3010,"drama, 1999"
3011,"drama, dance marathon, 1969"
3013,"comedy, horror, 1990"
3014,"comedy, 1981"
3015,"thriller, 1978"
3016,"horror, 1982"
3017,"horror, 1987"
3018,"comedy, horror, sci-fi, 1985"
3019,"crime, drama, 1989"
3020,"action, drama, 1993"
3021,"horror, 1981"
3022,"comedy, war, 1926"
3024,"horror, sci-fi, 1978"
3028,"comedy, Shakespeare, 1967"
3029,"action, drama, 1981"
3030,"action, adventure, samurai, 1961"
3031,"comedy, 1990"
3032,"action, drama, sci-fi, thriller, 1971"
3033,"comedy, sci-fi, 1987"
3034,"adventure, animation, children, comedy, musical, 1973"
3035,"comedy, drama, war, 1955"
3036,"adventure, drama, 1981"
3037,"western, 1970"
3038,"drama, 1957"
3039,"comedy, class, Dan Aykroyd, 1983"
3040,"comedy, camp, 1979"
3041,"comedy, 1984"
3042,"comedy, 1987"
3043,"comedy, 1992"
3044,"mystery, romance, thriller, memory, music, 1991"
3045,"comedy, drama, 1992"
3046,"comedy, romance, 1995"
3048,"comedy, 1981"
3051,"comedy, drama, 1999"
3052,"adventure, comedy, fantasy, irreverent, jay and silent bob, Kevin Smith, satire, religion, 1999"
3053,"drama, war, 1999"
3054,"adventure, animation, children, fantasy, sci-fi, 1998"
3055,"thriller, 1999"
3056,"crime, drama, thriller, 1999"
3057,"comedy, 1998"
3060,"comedy, drama, musical, In Netflix queue, 1991"
3061,"comedy, musical, 1942"
3062,"action, drama, war, 1962"
3063,"drama, thriller, 1992"
3064,"drama, thriller, 1997"
3066,"action, drama, war, 1970"
3067,"comedy, drama, 1988"
3068,"drama, mystery, 1982"
3070,"adventure, comedy, sci-fi, 1984"
3071,"comedy, drama, high school, 1988"
3072,"comedy, romance, New York, 1987"
3073,"drama, romance, 1965"
3074,"western, 1972"
3075,"drama, horror, 1965"
3076,"comedy, 1963"
3077,"documentary, In Netflix queue, Up series, 1998"
3078,"drama, 1999"
3079,"comedy, drama, romance, 1999"
3081,"fantasy, horror, mystery, romance, Ichabod Crane, 1999"
3082,"action, adventure, thriller, 1999"
3083,"drama, 1999"
3086,"children, comedy, fantasy, musical, 1934"
3087,"comedy, fantasy, romance, christmas, new york, 1988"
3088,"comedy, fantasy, 1950"
3089,"drama, 1948"
3090,"drama, 1987"
3091,"drama, war, 1980"
3093,"drama, western, 1971"
3094,"drama, romance, 1987"
3095,"drama, depression, dust bowl, 1940"
3096,"comedy, 1957"
3097,"comedy, drama, romance, remade, 1940"
3098,"drama, baseball, sports, 1984"
3099,"comedy, drama, romance, 1975"
3100,"drama, 1992"
3101,"drama, thriller, adultery, 1987"
3102,"crime, romance, thriller, 1985"
3103,"drama, romance, 1990"
3104,"action, comedy, crime, thriller, 1988"
3105,"drama, mystery, 1990"
3106,"drama, romance, 1990"
3107,"action, drama, 1991"
3108,"comedy, drama, fantasy, romance, homeless, 1991"
3109,"drama, 1984"
3111,"drama, racism, 1984"
3112,"drama, 1986"
3113,"action, fantasy, horror, mystery, thriller, 1999"
3114,"adventure, animation, children, comedy, fantasy, animation, Disney, funny, original, Pixar, sequel, Tom Hanks, Pixar, 1999"
3115,"drama, men in drag, 1999"
3117,"drama, romance, war, 1999"
3120,"comedy, 1992"
3125,"drama, Graham Greene, 1999"
3127,"comedy, drama, 1999"
3129,"comedy, drama, 1999"
3130,"comedy, crime, drama, 1990"
3132,"comedy, drama, 1919"
3134,"drama, war, downbeat, poignant, 1937"
3135,"drama, fatherhood, 1979"
3138,"drama, 1988"
3141,"drama, 1990"
3142,"documentary, musical, 1988"
3143,"drama, war, 1968"
3145,"drama, 1999"
3146,"comedy, 1999"
3147,"crime, drama, Stephen King, 1999"
3148,"drama, 1999"
3150,"drama, thriller, 1999"
3152,"drama, black-and-white, 1971"
3153,"action, adventure, fantasy, 1958"
3155,"drama, romance, 1999"
3156,"drama, romance, sci-fi, 1999"
3157,"children, comedy, fantasy, 1999"
3158,"drama, 1999"
3159,"animation, children, musical, imax, 1999"
3160,"drama, L.A., 1999"
3161,"drama, romance, 1999"
3162,"comedy, drama, 1999"
3163,"comedy, drama, musical, 1999"
3165,"action, drama, 1993"
3167,"comedy, drama, 1971"
3168,"adventure, drama, 1969"
3169,"crime, drama, thriller, 1985"
3171,"drama, 1959"
3173,"drama, 1999"
3174,"comedy, drama, Andy Kaufman, 1999"
3175,"adventure, comedy, sci-fi, spoof, 1999"
3176,"drama, mystery, thriller, based on a book, creepy, disturbing, Jude Law, murder, obsession, psychology, secrets, serial killer, suspense, Europe, murder, 1999"
3177,"comedy, 2000"
3178,"drama, boxing, 1999"
3179,"drama, 1999"
3181,"drama, Shakespeare, 1999"
3182,"documentary, 1999"
3183,"drama, 1999"
3185,"drama, 1999"
3186,"drama, asylum, based on a true story, Brittany Murphy, Mental Hospital, psychology, winona ryder, 1999"
3189,"children, drama, 1999"
3190,"adventure, sci-fi, thriller, 2000"
3192,"drama, In Netflix queue, 1998"
3194,"drama, romance, 1973"
3196,"drama, war, 1953"
3197,"action, crime, romance, thriller, 1988"
3198,"crime, drama, 1973"
3200,"comedy, drama, 1973"
3201,"drama, 1970"
3203,"thriller, 1989"
3204,"action, mystery, thriller, 1978"
3206,"romance, 1984"
3208,"action, comedy, 1993"
3210,"comedy, drama, romance, high school, 1982"
3211,"drama, a dingo ate my baby, Australia, 1988"
3213,"animation, children, 1993"
3214,"drama, 1985"
3217,"drama, 1937"
3219,"mystery, thriller, 1990"
3221,"drama, 1982"
3223,"drama, 1985"
3224,"drama, 1964"
3225,"comedy, romance, 2000"
3230,"thriller, 1974"
3235,"comedy, 1980"
3238,"thriller, 1999"
3240,"comedy, 1999"
3241,"comedy, 1999"
3243,"comedy, 1992"
3244,"comedy, romance, 1977"
3246,"drama, 1992"
3247,"comedy, crime, nuns, 1992"
3248,"comedy, 1993"
3249,"drama, thriller, 1992"
3250,"drama, In Netflix queue, 1993"
3251,"drama, mystery, 1985"
3252,"drama, 1992"
3253,"comedy, 1992"
3254,"comedy, 1993"
3255,"comedy, drama, 1992"
3256,"action, crime, drama, thriller, 1992"
3257,"drama, romance, thriller, 1992"
3258,"comedy, fantasy, plastic surgery, 1992"
3259,"adventure, drama, romance, Ireland, 1992"
3260,"drama, E.M. Forster, 1992"
3261,"comedy, drama, romance, 1992"
3262,"crime, drama, mystery, thriller, 1992"
3263,"comedy, drama, basketball, 1992"
3264,"action, comedy, horror, 1992"
3265,"action, crime, drama, thriller, gun fu, heroic bloodshed, 1992"
3266,"comedy, crime, drama, thriller, black comedy, crazy, dark, dark comedy, dark humor, serial killer, 1992"
3267,"action, crime, thriller, western, 1992"
3268,"action, comedy, 1992"
3269,"drama, romance, sci-fi, 1992"
3270,"comedy, drama, romance, figure skating, 1992"
3271,"drama, 1992"
3272,"crime, drama, 1992"
3273,"comedy, horror, mystery, thriller, slasher, spoof, 2000"
3274,"drama, thriller, 1992"
3275,"action, crime, drama, thriller, 2000"
3276,"comedy, 2000"
3280,"horror, 1973"
3281,"documentary, sexuality, 1998"
3283,"action, 1971"
3284,"comedy, mystery, romance, 1971"
3285,"adventure, drama, 2000"
3286,"comedy, 2000"
3287,"animation, children, 2000"
3289,"drama, 1999"
3294,"horror, 1977"
3295,"drama, 1993"
3296,"drama, 1967"
3298,"crime, drama, thriller, 2000"
3299,"comedy, drama, 2000"
3300,"horror, sci-fi, thriller, 2000"
3301,"comedy, crime, 2000"
3302,"comedy, 1999"
3303,"documentary, 2000"
3306,"comedy, big top, circus, 1928"
3307,"comedy, drama, romance, blind, 1931"
3308,"comedy, drama, 1984"
3310,"comedy, drama, orphans, 1921"
3313,"comedy, 1982"
3315,"musical, 1951"
3316,"action, thriller, 2000"
3317,"comedy, drama, writing, 2000"
3323,"comedy, crime, 2000"
3324,"comedy, 2000"
3325,"comedy, drama, 2000"
3326,"comedy, sci-fi, 2000"
3327,"documentary, 1999"
3328,"crime, drama, 1999"
3329,"drama, romance, 1987"
3330,"drama, romance, adolescence, sexuality, 1961"
3331,"drama, 1983"
3334,"crime, drama, film-noir, thriller, 1948"
3338,"documentary, In Netflix queue, 1989"
3341,"comedy, remade, 1950"
3342,"drama, war, 1984"
3344,"horror, 1963"
3345,"adventure, children, 1967"
3347,"adventure, drama, 1983"
3350,"drama, 1961"
3353,"comedy, romance, 2000"
3354,"sci-fi, 2000"
3355,"fantasy, horror, mystery, thriller, 1999"
3357,"drama, romance, 1999"
3358,"comedy, drama, fantasy, romance, 1991"
3359,"comedy, drama, 1979"
3360,"drama, romance, basketball, 1986"
3361,"comedy, drama, romance, 1988"
3362,"crime, drama, 1975"
3363,"comedy, drama, 1973"
3364,"crime, film-noir, 1950"
3365,"drama, western, 1956"
3368,"romance, western, 1958"
3370,"drama, thriller, 1988"
3372,"action, war, 1969"
3374,"drama, 1991"
3378,"drama, 1996"
3379,"drama, 1959"
3384,"action, crime, subway, 1974"
3385,"comedy, Peace Corp, 1985"
3386,"drama, mystery, thriller, politics, president, 1991"
3387,"comedy, mystery, 1989"
3388,"children, comedy, 1987"
3389,"action, adventure, 1986"
3390,"adventure, crime, drama, romance, 1986"
3391,"comedy, 1987"
3392,"comedy, 1989"
3393,"comedy, fantasy, romance, 1987"
3394,"comedy, romance, 1987"
3395,"comedy, 1987"
3396,"adventure, children, comedy, musical, 1979"
3397,"children, comedy, 1981"
3398,"children, comedy, musical, 1984"
3400,"adventure, animation, children, fantasy, 1993"
3401,"adventure, sci-fi, 1985"
3402,"comedy, drama, romance, 1985"
3403,"drama, thriller, 1980"
3404,"action, drama, 1953"
3405,"action, drama, 1958"
3406,"action, adventure, drama, war, 1951"
3408,"drama, scandal, true story, 2000"
3409,"drama, thriller, 2000"
3410,"comedy, drama, 1999"
3412,"adventure, children, drama, 1988"
3414,"drama, romance, war, 1955"
3415,"drama, 1975"
3417,"adventure, comedy, 1952"
3418,"adventure, crime, drama, 1991"
3420,"drama, thriller, lawyers, 1979"
3421,"comedy, college, TOGA, 1978"
3422,"comedy, romance, 1986"
3423,"drama, 1988"
3424,"drama, racism, great cinematography, 1989"
3425,"drama, musical, 1990"
3426,"drama, romance, 1991"
3428,"drama, 1979"
3429,"animation, comedy, aardman, 1989"
3430,"action, crime, drama, 1974"
3431,"action, drama, 1982"
3432,"action, drama, 1985"
3433,"action, drama, 1987"
3434,"action, drama, 1994"
3435,"crime, drama, film-noir, Insurance, 1944"
3436,"drama, romance, 1991"
3438,"action, children, comedy, fantasy, sci-fi, 1990"
3439,"action, children, fantasy, 1991"
3440,"action, adventure, children, comedy, fantasy, 1993"
3441,"action, drama, war, 1984"
3442,"action, crime, drama, 1986"
3444,"action, 1988"
3445,"mystery, thriller, 1978"
3446,"comedy, drama, 1995"
3447,"drama, Pearl S Buck, 1937"
3448,"comedy, drama, war, 1987"
3449,"drama, 1988"
3450,"comedy, 1993"
3451,"drama, Hepburn and Tracy, interracial marriage, prejudice, racism, 1967"
3452,"action, crime, romance, thriller, 2000"
3453,"drama, romance, 2000"
3454,"comedy, romance, 2000"
3455,"drama, thriller, 1999"
3456,"drama, In Netflix queue, 1999"
3459,"drama, horror, 1986"
3461,"adventure, drama, thriller, island, 1963"
3462,"comedy, drama, romance, factory, 1936"
3466,"comedy, fantasy, 1993"
3467,"drama, western, 1963"
3468,"drama, pool, 1961"
3469,"drama, court, evolution, religion, 1960"
3470,"adventure, drama, 1975"
3471,"adventure, drama, sci-fi, 1977"
3473,"comedy, 1976"
3474,"sci-fi, thriller, 1997"
3475,"drama, romance, class, 1951"
3476,"horror, mystery, 1990"
3477,"comedy, drama, 1995"
3478,"drama, 1987"
3479,"adventure, fantasy, romance, 1985"
3480,"drama, romance, 1986"
3481,"comedy, drama, romance, music, Nick Hornby, 2000"
3483,"animation, children, 2000"
3484,"thriller, 2000"
3489,"adventure, comedy, fantasy, Peter Pan, 1991"
3492,"adventure, comedy, romance, 1926"
3494,"adventure, drama, western, 1969"
3496,"drama, 1988"
3497,"comedy, 1983"
3498,"drama, In Netflix queue, 1978"
3499,"drama, horror, thriller, claustrophobic, horror, scary, stephen king, suspenseful, tense, thriller, 1990"
3500,"comedy, drama, 1992"
3501,"comedy, romance, 1985"
3502,"drama, death, 1993"
3503,"drama, mystery, sci-fi, 1972"
3504,"comedy, drama, journalism, 1976"
3505,"drama, mystery, thriller, 1987"
3506,"comedy, drama, 1979"
3507,"comedy, In Netflix queue, 1968"
3508,"action, adventure, drama, thriller, western, 1976"
3510,"drama, thriller, 2000"
3511,"comedy, 2000"
3512,"drama, romance, transplants, 2000"
3513,"drama, thriller, 2000"
3514,"drama, 2000"
3515,"comedy, romance, alternate endings, 2000"
3516,"comedy, fantasy, romance, 1958"
3519,"action, drama, war, 1978"
3521,"comedy, drama, 1989"
3524,"comedy, romance, 1981"
3525,"comedy, 1984"
3526,"comedy, drama, families, 1989"
3527,"action, sci-fi, thriller, aliens, sci-fi, scifi cult, aliens, Arnold Schwarzenegger, dialogue, guns, Jesse Ventura, macho, sci-fi, scifi cult, 1987"
3528,"drama, romance, psychiatrist, 1991"
3529,"crime, thriller, 1981"
3531,"comedy, drama, romance, 1990"
3534,"drama, 2000"
3535,"crime, horror, mystery, thriller, 2000"
3536,"comedy, drama, romance, priest, rabbi, 2000"
3537,"comedy, drama, 2000"
3538,"comedy, 1999"
3539,"documentary, 2000"
3543,"comedy, drama, 1982"
3544,"comedy, 1992"
3545,"drama, musical, 1972"
3546,"drama, horror, thriller, show business, 1962"
3548,"comedy, drama, 1920s, 1958"
3549,"comedy, musical, romance, Gambling, 1955"
3550,"horror, 1983"
3551,"crime, drama, thriller, 1976"
3552,"comedy, golf, 1980"
3553,"drama, thriller, 2000"
3554,"drama, romance, 2000"
3555,"action, thriller, war, 2000"
3556,"drama, romance, sofia coppola, 1970s, suicide, 1999"
3557,"mystery, thriller, 1992"
3559,"comedy, drama, romance, In Netflix queue, 1952"
3563,"action, horror, 2000"
3564,"children, comedy, 2000"
3565,"comedy, drama, 2000"
3566,"comedy, drama, business, religion, 2000"
3567,"comedy, drama, romance, 2000"
3568,"comedy, romance, 1999"
3569,"comedy, drama, 1998"
3571,"comedy, drama, 2000"
3572,"horror, sci-fi, 1993"
3573,"horror, sci-fi, 1995"
3574,"horror, sci-fi, 1996"
3576,"action, horror, sci-fi, 1987"
3577,"drama, romance, 1988"
3578,"action, adventure, drama, ancient Rome, Epic, history, imdb top 250, revenge, Rome, Russell Crowe, Romans, 2000"
3580,"drama, 2000"
3581,"comedy, 1999"
3584,"action, drama, romance, thriller, 1983"
3586,"drama, romance, 1980"
3587,"horror, 1980"
3590,"comedy, drama, 1974"
3591,"comedy, drama, 1983"
3592,"animation, sci-fi, 1982"
3593,"action, sci-fi, 2000"
3594,"drama, musical, 2000"
3596,"comedy, 2000"
3597,"comedy, 2000"
3598,"crime, drama, romance, thriller, 2000"
3599,"comedy, musical, 1945"
3604,"musical, 1962"
3606,"comedy, musical, romance, 1949"
3608,"adventure, comedy, Pee Wee Herman, 1985"
3609,"documentary, 1998"
3614,"comedy, romance, 1992"
3615,"adventure, animation, children, 2000"
3616,"comedy, romance, 2000"
3617,"comedy, 2000"
3618,"comedy, crime, 2000"
3619,"comedy, 1980"
3622,"comedy, 1970"
3623,"action, adventure, thriller, 2000"
3624,"action, adventure, comedy, western, 2000"
3625,"documentary, 1999"
3626,"comedy, 1999"
3627,"horror, thriller, 1962"
3628,"action, drama, romance, war, 1942"
3629,"adventure, comedy, romance, mining, 1925"
3632,"comedy, crime, 1947"
3633,"action, adventure, romance, thriller, 1969"
3634,"thriller, 1964"
3635,"action, adventure, thriller, 1977"
3637,"drama, 1985"
3638,"action, adventure, sci-fi, thriller, 1979"
3639,"action, adventure, thriller, 1974"
3640,"comedy, drama, 1957"
3641,"drama, 1923"
3643,"action, drama, war, 1944"
3646,"comedy, 2000"
3648,"horror, sci-fi, 1957"
3649,"drama, 1980"
3652,"horror, 1980"
3653,"documentary, 1966"
3654,"action, adventure, drama, war, 1961"
3655,"drama, 1973"
3658,"horror, sci-fi, 1967"
3660,"horror, sci-fi, thriller, 1989"
3661,"horror, sci-fi, thriller, 1991"
3662,"horror, sci-fi, thriller, 1991"
3663,"horror, sci-fi, thriller, 1993"
3664,"horror, sci-fi, thriller, 1994"
3667,"action, comedy, crime, 1988"
3668,"drama, romance, 1968"
3669,"comedy, 1992"
3671,"comedy, western, dark humor, easygoing, silly, 1974"
3672,"adventure, children, 1974"
3673,"adventure, children, 1987"
3674,"adventure, children, comedy, drama, 1977"
3675,"comedy, musical, romance, Christmas, 1954"
3676,"drama, horror, In Netflix queue, art house, Atmospheric, creepy, cryptic, dark, disturbing, dreamlike, enigmatic, fucked up, gruesome, hallucinatory, Insane, paranoid, strange, surreal, weird, 1977"
3677,"documentary, 1992"
3678,"drama, 1955"
3679,"documentary, musical, 1981"
3680,"documentary, 1988"
3681,"action, drama, thriller, western, 1965"
3682,"action, crime, drama, thriller, 1973"
3683,"crime, drama, film-noir, Coen Brothers, 1984"
3684,"drama, romance, 1989"
3685,"comedy, drama, romance, 1985"
3686,"horror, sci-fi, thriller, 1990"
3687,"adventure, animation, fantasy, sci-fi, 1988"
3688,"comedy, 1982"
3689,"comedy, 1983"
3690,"comedy, 1985"
3691,"comedy, 1983"
3692,"comedy, horror, 1986"
3693,"comedy, horror, 1985"
3694,"comedy, horror, 1989"
3695,"comedy, horror, 1989"
3696,"comedy, horror, sci-fi, thriller, 1986"
3697,"action, sci-fi, thriller, 1990"
3698,"action, sci-fi, 1987"
3699,"adventure, drama, romance, sci-fi, 1984"
3700,"drama, sci-fi, 1984"
3701,"crime, drama, sci-fi, thriller, 1988"
3702,"action, adventure, sci-fi, 1979"
3703,"action, adventure, sci-fi, thriller, 1981"
3704,"action, adventure, sci-fi, 1985"
3705,"action, comedy, romance, 1990"
3706,"film-noir, horror, mystery, thriller, 1987"
3707,"drama, romance, 1986"
3708,"horror, thriller, 1984"
3709,"horror, 1992"
3710,"action, comedy, crime, thriller, 1988"
3711,"drama, 1992"
3712,"comedy, television, 1991"
3713,"drama, 1990"
3714,"drama, 1988"
3715,"comedy, crime, 1987"
3716,"action, comedy, crime, drama, 1987"
3717,"action, crime, 2000"
3719,"comedy, romance, 2000"
3720,"drama, 1999"
3723,"drama, Shakespeare, 1990"
3724,"drama, war, Vietnam, 1978"
3725,"animation, musical, 1981"
3726,"action, thriller, 1976"
3727,"horror, western, 1987"
3728,"crime, drama, film-noir, thriller, 1992"
3729,"action, crime, drama, thriller, 1971"
3730,"drama, mystery, spying, 1974"
3731,"drama, thriller, 1981"
3732,"horror, 1978"
3733,"drama, 1973"
3735,"crime, drama, police, 1973"
3736,"drama, 1951"
3737,"drama, western, 1962"
3738,"drama, 1974"
3739,"comedy, romance, 1932"
3740,"action, adventure, comedy, fantasy, 1986"
3741,"crime, drama, thriller, 1973"
3742,"drama, war, 1925"
3743,"comedy, romance, 2000"
3744,"action, crime, thriller, 2000"
3745,"action, adventure, animation, children, sci-fi, 2000"
3746,"drama, 1999"
3747,"drama, 1999"
3751,"animation, children, comedy, 2000"
3752,"adventure, comedy, 2000"
3753,"action, drama, war, 2000"
3754,"adventure, animation, children, comedy, fantasy, 2000"
3755,"drama, thriller, 2000"
3756,"drama, 2000"
3758,"drama, sci-fi, thriller, 1989"
3760,"comedy, 1977"
3761,"action, crime, drama, thriller, 1993"
3763,"action, crime, thriller, 1986"
3764,"action, crime, thriller, 1991"
3765,"crime, drama, romance, 1990"
3766,"action, war, 1984"
3767,"action, war, 1985"
3768,"action, war, 1988"
3769,"action, 1974"
3770,"horror, sci-fi, thriller, 1984"
3771,"action, adventure, fantasy, 1973"
3773,"comedy, 1990"
3774,"comedy, drama, romance, 1991"
3783,"crime, drama, 1998"
3784,"comedy, fantasy, 2000"
3785,"comedy, horror, 2000"
3786,"comedy, 1999"
3787,"comedy, 1999"
3788,"drama, mystery, 1966"
3789,"drama, 1964"
3790,"drama, 2000"
3791,"drama, 1984"
3792,"drama, romance, western, 1946"
3793,"action, adventure, sci-fi, action, comic book, hugh jackman, marvel, superhero, superhero, 2000"
3794,"comedy, drama, 2000"
3795,"drama, 1999"
3797,"thriller, 2000"
3798,"drama, horror, mystery, 2000"
3799,"animation, children, 2000"
3801,"drama, mystery, court, 1959"
3802,"action, sci-fi, 1992"
3806,"western, 1969"
3807,"adventure, fantasy, 1977"
3808,"drama, war, 1960"
3809,"comedy, 1991"
3810,"drama, thriller, 1992"
3811,"drama, war, court, 1980"
3812,"comedy, 1972"
3813,"drama, 1978"
3814,"comedy, 1975"
3816,"drama, missing children, 1985"
3819,"comedy, 1985"
3821,"comedy, 2000"
3822,"drama, romance, 1999"
3823,"drama, 1999"
3824,"drama, romance, 2000"
3825,"comedy, drama, romance, 2000"
3826,"horror, sci-fi, thriller, 2000"
3827,"action, adventure, comedy, sci-fi, 2000"
3830,"comedy, horror, thriller, 2000"
3831,"comedy, 2000"
3832,"horror, 1963"
3833,"horror, sci-fi, 1962"
3834,"adventure, drama, romance, 1980"
3835,"thriller, 1993"
3836,"action, comedy, war, 1970"
3837,"action, fantasy, horror, sci-fi, thriller, 1988"
3838,"horror, 1994"
3839,"horror, 1998"
3840,"horror, 1988"
3841,"action, comedy, 1990"
3843,"horror, 1983"
3844,"drama, diabetes, 1989"
3845,"drama, 1956"
3846,"comedy, 1983"
3847,"horror, 1974"
3849,"horror, mystery, thriller, disability, 1945"
3851,"comedy, 2000"
3852,"comedy, 2000"
3855,"drama, romance, 1999"
